u_mag,g_mag,r_mag,i_mag,z_mag,redshift,petroR50_u,petroR50_r,class
16.502,16.775,17.056,17.278,17.348,0.000963,0.41,0.531,STAR
21.336,21.934,22.299,22.79,23.065,0.24923,1.688,0.88,GALAXY
18.146,18.357,18.6,18.763,18.971,0.001061,0.345,0.727,STAR
15.74,16.37,16.874,17.391,17.677,0.21892,1.915,1.252,GALAXY
19.06,19.725,19.796,19.874,19.941,0.001359,0.527,0.472,STAR
18.643,18.827,19.008,19.307,19.486,0.000502,0.567,0.546,STAR
20.242,20.097,20.164,20.307,20.389,1.802096,1.288,1.213,QSO
18.477,18.875,19.226,19.32,19.524,0.452894,2.963,2.901,GALAXY
20.816,21.273,21.934,22.524,22.909,0.396413,2.264,2.126,GALAXY
15.263,15.503,15.694,15.786,15.871,0.428035,0.851,0.92,QSO
19.546,20.128,20.804,21.089,21.162,0.435963,1.965,1.231,GALAXY
22.755,23.328,23.655,23.863,23.849,0.29717,3.002,1.88,GALAXY
22.028,22.49,22.649,22.724,22.826,0.001289,0.309,0.504,STAR
14.644,14.816,15.045,15.083,15.129,5.9e-05,0.47,0.221,STAR
21.925,22.349,22.369,22.655,22.651,0.001625,0.472,0.487,STAR
17.462,17.576,17.782,17.958,18.036,0.000187,0.506,0.484,STAR
17.466,17.764,17.858,17.923,17.92,0.000681,0.465,0.517,STAR
18.196,18.674,18.533,18.815,18.949,0.001475,0.492,0.456,STAR
19.512,19.815,20.082,20.381,20.548,0.146122,1.012,2.279,GALAXY
19.065,20.129,20.799,21.24,21.44,0.38642,2.95,2.647,GALAXY
20.988,21.471,21.854,22.177,22.389,0.166103,2.412,1.13,GALAXY
17.931,18.37,18.278,18.481,18.549,1.673116,1.191,0.915,QSO
17.924,18.578,19.274,19.528,19.735,0.02451,2.768,3.612,GALAXY
18.975,19.332,19.801,19.997,20.477,0.24994,0.799,2.854,GALAXY
18.897,19.172,19.456,20.033,20.297,0.411538,0.722,1.597,GALAXY
16.772,17.33,17.27,17.643,17.652,-0.020386,3.172,2.475,GALAXY
18.986,19.775,20.122,20.256,20.453,0.001168,0.471,0.425,STAR
21.232,21.704,22.055,22.471,22.501,0.080736,3.419,3.401,GALAXY
23.266,23.899,24.602,24.897,25.021,0.473462,3.71,2.797,GALAXY
22.361,22.756,23.157,23.247,23.684,0.605185,2.075,2.697,GALAXY
15.343,15.338,15.773,16.037,16.027,-0.000122,0.47,0.462,STAR
15.703,15.907,16.055,16.275,16.322,0.000221,0.375,0.465,STAR
16.28,16.145,16.136,16.262,16.415,0.001358,0.617,0.627,STAR
21.161,21.751,21.88,22.294,22.553,0.414853,2.612,1.948,GALAXY
17.314,17.626,18.197,18.491,18.612,0.170543,3.713,3.163,GALAXY
18.32,18.704,18.915,19.014,18.968,0.001993,0.535,0.436,STAR
20.343,21.391,21.828,22.162,22.415,0.325972,3.232,2.396,GALAXY
19.18,19.34,19.638,19.647,19.725,0.002058,0.534,0.42,STAR
18.451,18.96,19.678,20.085,20.323,0.63749,2.006,2.276,GALAXY
19.221,19.865,20.395,20.847,21.074,0.565199,2.703,1.691,GALAXY
16.959,17.447,18.014,18.65,18.492,0.335946,2.802,3.293,GALAXY
17.712,17.933,17.86,18.039,18.267,0.00104,0.47,0.441,STAR
19.399,19.287,19.298,19.318,19.305,3.045757,0.943,1.333,QSO
15.09,15.249,15.806,16.106,16.052,0.000839,0.46,0.416,STAR
17.316,17.679,17.818,17.983,18.07,0.7731,0.883,1.154,QSO
17.227,17.174,17.283,17.513,17.592,0.000728,0.35,0.511,STAR
19.114,19.137,19.332,19.435,19.492,2.237175,1.614,0.784,QSO
15.74,16.112,16.247,16.368,16.399,0.001088,0.505,0.426,STAR
16.53,16.605,16.908,17.148,17.206,0.001092,0.626,0.35,STAR
16.362,16.5,16.797,17.228,17.373,0.125058,3.336,3.783,GALAXY
16.173,16.248,16.341,16.308,16.297,1.306404,0.966,0.663,QSO
21.437,22.388,22.577,22.614,22.871,0.318004,3.641,1.433,GALAXY
18.094,18.024,18.397,18.713,18.821,0.000216,0.459,0.529,STAR
21.626,21.711,22.12,22.957,23.409,0.302847,0.805,2.197,GALAXY
16.968,17.435,17.565,17.632,17.737,0.001425,0.42,0.49,STAR
17.108,17.098,17.759,18.349,18.419,0.335793,3.09,3.464,GALAXY
18.979,19.328,19.659,19.942,20.128,0.451843,3.002,2.351,GALAXY
17.369,17.848,18.423,18.558,18.91,0.31043,3.151,1.534,GALAXY
18.16,18.738,18.897,19.283,19.278,0.00127,0.567,0.482,STAR
20.411,20.944,21.267,21.601,21.869,0.000935,0.377,0.549,STAR
15.912,16.456,17.1,17.635,17.92,0.197916,3.176,2.343,GALAXY
18.896,19.529,19.872,20.105,20.353,0.304438,2.927,3.192,GALAXY
19.561,19.848,20.458,20.451,20.574,0.251856,3.09,1.173,GALAXY
19.035,19.542,20.299,20.517,20.826,0.522647,1.158,2.668,GALAXY
17.462,18.253,18.6,19.086,19.337,0.508247,3.754,3.813,GALAXY
19.97,20.451,20.928,21.39,21.523,0.476789,1.968,2.061,GALAXY
23.386,23.616,23.923,23.971,23.849,0.628145,3.244,2.159,GALAXY
16.783,17.439,17.784,17.712,17.648,0.001783,0.637,0.461,STAR
22.041,22.035,22.27,22.452,22.519,0.001182,0.379,0.51,STAR
22.221,22.505,23.364,23.344,23.554,0.056324,3.178,1.955,GALAXY
17.038,17.186,17.283,17.389,17.573,0.001345,0.567,0.645,STAR
21.721,22.098,22.165,22.38,22.596,0.11671,2.24,1.664,GALAXY
18.68,19.311,19.576,19.78,19.871,-7.8e-05,0.67,0.57,STAR
17.713,18.017,18.183,18.361,18.519,0.001517,0.543,0.571,STAR
18.24,18.442,18.473,18.54,18.593,0.001608,0.316,0.418,STAR
18.407,18.546,19.002,19.155,19.317,0.000744,0.707,0.526,STAR
15.821,16.484,16.616,16.859,17.005,0.001269,0.552,0.333,STAR
18.875,19.215,19.439,19.553,19.548,1.042862,1.187,0.898,QSO
19.262,19.303,19.379,19.368,19.491,1.438431,1.343,1.48,QSO
17.565,17.577,17.511,17.657,17.901,0.283387,1.187,1.906,GALAXY
16.299,16.547,16.813,16.869,16.976,0.001168,0.449,0.59,STAR
21.417,21.748,22.091,22.433,22.562,0.482994,2.847,3.252,GALAXY
15.225,15.82,16.176,16.302,16.464,0.001845,0.556,0.536,STAR
20.553,20.88,21.302,21.344,21.49,0.000983,0.474,0.562,STAR
16.914,17.231,17.653,17.547,17.778,0.452945,2.121,3.299,GALAXY
17.023,17.493,17.853,17.984,18.125,0.001502,0.563,0.735,STAR
16.324,16.557,16.795,16.992,16.997,0.000695,0.603,0.565,STAR
18.023,17.979,18.224,18.28,18.356,0.297992,0.506,0.865,QSO
16.189,16.651,16.754,16.916,17.122,0.001132,0.568,0.656,STAR
20.0,20.435,21.052,21.355,21.525,0.462859,2.537,2.415,GALAXY
19.367,19.489,20.244,20.379,20.773,0.687754,2.493,2.014,GALAXY
15.689,15.943,16.093,16.172,16.261,0.002332,0.307,0.528,STAR
18.015,18.644,18.745,18.971,18.949,0.318658,2.385,3.994,GALAXY
19.373,19.599,19.794,20.093,20.09,0.000622,0.377,0.578,STAR
19.767,19.89,19.89,20.079,20.169,1.198673,0.613,1.325,QSO
19.934,20.429,21.039,21.466,21.42,0.425255,1.951,1.568,GALAXY
18.716,18.915,19.034,19.329,19.422,0.626727,1.842,1.983,GALAXY
18.737,19.236,19.826,20.073,20.171,0.820797,4.001,3.323,GALAXY
19.225,19.323,19.882,19.928,20.264,0.55269,1.317,1.787,GALAXY
19.751,20.443,21.017,21.573,21.649,0.117708,3.036,1.536,GALAXY
20.309,20.777,21.227,21.796,22.023,0.660634,2.141,2.424,GALAXY
23.075,23.218,23.328,23.878,24.02,0.255798,2.116,2.094,GALAXY
18.77,18.961,19.113,19.192,19.366,-0.168861,3.643,1.956,GALAXY
18.132,18.266,18.363,18.42,18.485,1.565378,0.896,0.792,QSO
17.112,17.328,17.751,17.852,17.956,2.6e-05,0.412,0.446,STAR
22.597,23.612,23.564,23.99,23.993,0.415542,3.468,2.604,GALAXY
21.018,21.194,21.49,21.867,22.189,0.437221,3.504,2.765,GALAXY
24.589,25.612,26.242,26.45,26.609,0.49784,2.438,2.938,GALAXY
20.208,20.974,21.217,21.491,21.954,0.292137,3.22,2.651,GALAXY
17.664,17.875,18.142,18.602,18.763,-0.049323,1.327,2.829,GALAXY
15.782,16.097,16.23,16.367,16.52,0.001153,0.446,0.438,STAR
18.645,19.049,19.698,19.787,19.983,0.1505,1.564,1.519,GALAXY
20.707,21.469,22.038,22.682,22.756,0.42042,2.828,3.137,GALAXY
19.7,19.948,20.31,21.026,20.999,0.251521,2.598,3.234,GALAXY
19.561,19.941,20.181,20.58,20.912,0.217912,2.276,2.65,GALAXY
19.741,20.136,20.279,20.273,20.341,1.966233,0.988,0.391,QSO
16.906,16.839,17.183,17.301,17.459,0.000502,0.558,0.432,STAR
21.215,21.754,22.373,23.024,23.216,-0.017409,3.165,1.366,GALAXY
16.496,17.117,17.158,17.216,17.312,0.00075,0.457,0.394,STAR
19.455,20.072,20.574,21.454,21.332,0.464838,2.325,2.269,GALAXY
16.353,16.619,16.953,17.172,17.3,0.000686,0.54,0.5,STAR
18.439,18.694,19.072,19.325,19.368,0.001344,0.461,0.557,STAR
18.3,19.142,19.679,19.723,20.25,0.288517,2.739,3.0,GALAXY
18.481,18.629,18.546,18.794,18.733,0.001846,0.434,0.693,STAR
16.282,16.874,17.14,17.267,17.366,0.000427,0.452,0.462,STAR
16.916,17.317,17.468,17.737,17.815,0.001071,0.391,0.652,STAR
17.136,17.658,17.852,18.111,18.159,0.001337,0.452,0.513,STAR
18.859,19.184,19.44,19.374,19.339,0.087156,2.328,3.341,GALAXY
13.875,13.977,14.319,14.546,14.639,0.001229,0.45,0.548,STAR
17.659,17.879,18.34,18.555,18.587,0.000696,0.34,0.479,STAR
18.615,18.565,19.127,19.604,19.721,0.559463,2.742,2.155,GALAXY
18.789,19.048,19.691,19.92,20.151,0.28837,2.284,2.665,GALAXY
19.488,19.869,20.269,20.485,20.745,0.848857,1.735,4.675,GALAXY
18.043,18.567,18.602,18.734,18.797,0.000718,0.526,0.611,STAR
19.157,19.348,19.589,19.825,19.802,0.00061,0.462,0.431,STAR
18.473,18.851,19.001,19.321,19.324,0.001686,0.466,0.49,STAR
22.834,23.386,23.79,23.974,24.187,0.219131,3.674,3.629,GALAXY
17.528,17.554,17.75,17.835,17.985,1.195641,1.099,1.073,QSO
16.486,16.697,16.751,16.847,16.766,0.000167,0.501,0.468,STAR
21.312,21.067,21.365,21.382,21.42,0.300507,4.155,3.557,GALAXY
19.816,19.926,20.134,20.268,20.48,1.974557,0.879,1.156,QSO
19.974,19.949,20.083,20.285,20.329,-0.000331,0.482,0.384,STAR
18.865,19.054,19.464,19.581,19.707,0.167156,1.687,1.926,GALAXY
20.819,21.596,21.937,22.27,22.528,0.344951,1.695,2.74,GALAXY
17.347,17.655,17.667,17.631,17.69,1.373523,0.706,0.982,QSO
15.321,15.526,15.659,15.927,15.927,0.001331,0.441,0.449,STAR
16.324,17.045,17.523,17.623,17.892,0.104384,3.376,2.883,GALAXY
19.0,19.18,19.03,19.151,19.308,0.001684,0.272,0.537,STAR
19.008,19.259,19.507,19.618,19.634,0.232404,0.821,0.959,QSO
17.439,17.816,17.752,17.876,17.981,0.001359,0.513,0.7,STAR
19.461,20.278,20.565,20.927,21.31,0.355888,3.212,1.665,GALAXY
17.953,18.136,18.48,18.587,18.796,0.000263,0.55,0.827,STAR
17.1,17.066,17.452,17.855,17.885,0.000418,0.368,0.486,STAR
19.736,20.579,21.272,21.843,22.078,0.352779,2.536,1.524,GALAXY
16.901,17.079,17.32,17.458,17.592,0.000675,0.324,0.502,STAR
17.913,18.075,18.567,18.419,18.548,0.428055,1.916,3.355,GALAXY
20.229,20.425,20.724,20.762,20.779,1.289366,1.054,1.072,QSO
18.665,18.748,18.744,19.018,19.203,0.000705,0.546,0.655,STAR
17.484,17.851,18.009,18.187,18.235,0.638524,0.949,0.809,QSO
18.782,19.109,19.426,19.829,19.979,0.530993,2.2,2.551,GALAXY
18.258,18.935,18.89,19.288,19.471,0.447553,2.223,2.433,GALAXY
18.258,18.797,19.273,19.376,19.824,0.123561,2.671,0.823,GALAXY
21.72,22.627,23.274,24.078,24.049,0.680882,2.488,2.586,GALAXY
15.007,15.641,16.079,16.324,16.387,0.186442,2.272,1.194,GALAXY
15.708,16.236,16.302,16.529,16.544,0.191314,2.297,1.753,GALAXY
19.233,19.425,19.507,19.642,19.738,1.684944,0.906,0.665,QSO
16.176,16.13,16.433,16.661,16.851,0.001063,0.575,0.534,STAR
21.451,21.693,21.75,21.882,21.747,0.001872,0.527,0.559,STAR
19.937,20.234,20.708,20.729,21.057,0.177987,1.983,2.78,GALAXY
16.074,16.147,15.995,16.149,16.222,0.000428,0.522,0.4,STAR
16.079,16.175,16.313,16.516,16.538,2.167914,1.213,0.768,QSO
16.443,17.124,17.423,17.754,17.795,0.001387,0.416,0.655,STAR
19.317,19.768,19.803,20.018,20.183,0.00151,0.51,0.587,STAR
21.22,22.015,22.087,22.303,22.534,0.474476,2.945,2.637,GALAXY
16.365,16.613,16.891,17.093,17.338,0.001376,0.543,0.588,STAR
21.014,21.843,22.056,22.334,22.592,0.408442,1.645,2.995,GALAXY
19.522,19.619,19.645,19.689,19.756,0.485461,1.289,1.519,QSO
20.604,21.464,21.668,22.02,22.157,0.525589,2.354,2.244,GALAXY
19.517,19.76,20.496,20.83,21.027,0.456762,3.581,3.851,GALAXY
18.838,18.827,18.858,19.031,19.101,2.665743,0.944,1.213,QSO
18.633,19.41,19.349,19.944,20.217,0.33206,3.678,2.965,GALAXY
22.208,23.005,23.641,23.837,24.015,0.458529,1.954,1.632,GALAXY
16.41,16.629,16.85,16.917,16.97,0.000718,0.45,0.535,STAR
22.367,22.816,22.951,23.071,23.307,0.100112,0.907,2.436,GALAXY
18.63,18.885,19.08,19.373,19.558,0.000884,0.6,0.425,STAR
16.29,16.25,16.233,16.456,16.533,0.000131,0.302,0.475,STAR
16.266,16.712,17.233,17.492,17.433,0.001171,0.443,0.486,STAR
15.797,15.975,16.604,17.077,17.051,0.305302,1.911,3.35,GALAXY
17.634,17.697,17.999,17.974,18.126,0.232487,1.144,1.486,QSO
17.795,18.05,18.398,18.542,18.603,0.43874,2.744,2.093,GALAXY
21.382,22.093,22.518,22.814,22.924,0.179762,0.223,2.85,GALAXY
19.695,20.329,20.746,21.074,21.302,0.521093,1.49,3.343,GALAXY
16.905,16.949,17.235,17.568,17.654,0.000487,0.566,0.438,STAR
22.345,23.188,23.594,23.358,23.646,0.047938,2.598,2.348,GALAXY
18.015,19.063,19.895,20.058,20.317,0.311193,3.161,-0.096,GALAXY
16.977,17.362,17.541,17.576,17.701,0.000567,0.517,0.528,STAR
15.569,16.173,16.357,16.366,16.455,0.001559,0.425,0.461,STAR
17.175,17.427,17.625,17.607,17.716,0.001028,0.443,0.521,STAR
17.483,17.895,17.964,18.113,18.292,0.000895,0.582,0.545,STAR
18.55,18.614,18.733,18.814,18.934,2.256657,0.792,1.469,QSO
15.901,16.329,17.173,17.487,17.66,0.18776,1.785,1.902,GALAXY
19.407,19.815,20.178,20.591,20.539,0.300864,2.296,4.35,GALAXY
16.024,16.261,16.297,16.494,16.603,0.000685,0.555,0.536,STAR
17.345,17.281,17.534,17.608,17.712,0.00091,0.517,0.572,STAR
18.736,18.887,19.109,19.215,19.314,0.001527,0.454,0.443,STAR
16.417,17.164,17.864,18.45,18.713,0.312132,1.818,3.632,GALAXY
17.537,18.236,18.932,19.092,19.27,0.442217,2.821,3.082,GALAXY
17.685,18.043,18.083,18.152,18.184,0.001605,0.453,0.49,STAR
18.851,18.859,19.114,19.401,19.465,1.363702,0.715,0.993,QSO
19.489,19.573,19.947,20.131,20.135,0.364101,3.377,2.555,GALAXY
15.109,15.095,15.262,15.396,15.507,0.001285,0.563,0.601,STAR
17.591,17.852,18.092,18.244,18.433,0.000898,0.536,0.608,STAR
14.547,14.986,15.556,16.022,16.082,0.401426,2.746,2.101,GALAXY
18.5,19.113,19.395,19.518,19.568,0.310553,3.257,3.971,GALAXY
20.529,20.668,21.181,21.471,21.541,-0.021113,2.788,2.055,GALAXY
15.828,16.203,16.476,16.447,16.458,0.000614,0.547,0.417,STAR
22.501,22.635,23.012,23.247,23.418,0.315063,4.54,3.397,GALAXY
15.944,16.462,16.402,16.678,17.197,0.364457,3.285,2.445,GALAXY
15.274,15.412,15.663,15.821,15.94,0.001845,0.485,0.634,STAR
19.642,19.692,20.301,20.582,20.99,0.608696,2.887,2.863,GALAXY
19.78,20.3,20.8,21.378,21.559,0.317657,1.905,1.438,GALAXY
16.506,17.09,17.159,17.151,17.241,0.000549,0.402,0.503,STAR
15.866,16.091,16.217,16.348,16.396,0.000283,0.53,0.579,STAR
15.585,16.019,15.924,16.065,16.22,0.001363,0.473,0.542,STAR
19.49,19.789,19.834,19.785,19.795,2.710258,0.531,1.124,QSO
18.599,18.713,19.058,19.355,19.632,0.41447,1.179,3.414,GALAXY
20.785,21.147,21.558,21.626,21.856,0.353116,2.407,3.291,GALAXY
21.125,21.192,21.179,21.222,21.358,2.354688,1.113,1.277,QSO
19.731,20.428,20.674,21.011,21.455,0.641492,2.618,1.562,GALAXY
17.81,17.999,18.603,19.153,19.312,0.735026,3.164,2.895,GALAXY
18.516,19.484,20.203,20.415,20.784,0.607413,1.957,3.273,GALAXY
17.794,18.027,18.296,18.622,18.773,0.00019,0.391,0.506,STAR
18.288,18.905,19.403,19.429,19.672,0.107828,2.617,2.561,GALAXY
20.403,20.653,20.646,20.771,20.814,2.674737,1.512,0.57,QSO
19.215,19.514,19.422,19.457,19.517,1.137954,1.399,1.012,QSO
18.542,18.745,19.144,19.415,19.48,0.000609,0.606,0.592,STAR
19.267,19.961,20.017,20.112,20.196,0.000727,0.647,0.525,STAR
15.932,16.095,16.382,16.541,16.712,0.000355,0.46,0.509,STAR
15.652,15.92,16.064,16.086,16.12,2.392775,1.33,0.844,QSO
16.837,17.142,17.326,17.34,17.385,0.001144,0.685,0.504,STAR
17.07,17.244,17.545,17.849,17.887,0.000184,0.493,0.592,STAR
18.871,19.432,19.637,19.749,19.949,0.000674,0.534,0.501,STAR
17.471,17.806,18.036,18.112,18.158,1.718862,0.942,0.92,QSO
17.218,18.057,18.536,18.698,18.83,0.269054,2.373,1.431,GALAXY
15.678,16.318,16.406,16.658,16.796,0.000241,0.508,0.35,STAR
15.606,15.859,16.026,16.163,16.093,0.000783,0.431,0.492,STAR
21.293,21.463,21.963,22.021,22.02,0.197745,3.54,2.205,GALAXY
16.709,16.591,16.62,16.706,16.862,0.001354,0.607,0.615,STAR
16.942,16.969,17.164,17.099,17.131,0.001848,0.489,0.594,STAR
15.713,15.941,16.253,16.412,16.482,0.683064,0.657,1.296,QSO
19.369,20.018,20.177,20.753,21.038,0.167655,1.386,2.432,GALAXY
16.155,17.098,17.545,17.735,17.747,0.550839,2.799,2.221,GALAXY
17.995,18.09,18.578,18.781,19.015,0.374431,1.822,1.755,GALAXY
17.978,18.369,18.532,18.762,18.971,0.000288,0.515,0.295,STAR
18.911,19.259,19.538,19.7,19.866,0.000738,0.548,0.451,STAR
15.092,15.202,15.54,15.66,15.898,0.001416,0.488,0.445,STAR
19.929,20.071,20.917,21.436,21.541,0.224453,3.472,2.937,GALAXY
19.003,19.423,19.892,20.029,20.275,0.413117,1.476,1.864,GALAXY
18.677,18.784,18.969,19.036,19.18,0.000774,0.438,0.343,STAR
17.95,18.337,18.609,18.779,18.948,0.000831,0.452,0.381,STAR
16.429,16.856,17.13,17.601,17.794,0.554464,2.11,3.686,GALAXY
17.849,18.335,18.322,18.528,18.686,0.001812,0.54,0.474,STAR
16.018,16.609,16.987,17.106,17.267,0.000908,0.431,0.504,STAR
17.214,18.079,18.886,18.915,19.293,0.298081,2.272,2.563,GALAXY
17.274,18.201,18.729,19.172,19.332,0.683286,2.758,2.313,GALAXY
17.942,18.332,18.57,18.81,18.835,0.000688,0.426,0.591,STAR
17.373,17.731,18.25,18.614,18.622,0.642607,2.61,2.207,GALAXY
21.48,22.346,22.396,22.481,22.539,0.298839,1.954,2.727,GALAXY
19.869,20.233,20.364,20.461,20.606,0.001025,0.65,0.696,STAR
20.615,20.918,21.184,21.482,21.658,0.46074,2.704,2.658,GALAXY
17.618,17.944,18.049,18.115,18.162,2.728937,0.907,1.124,QSO
20.491,20.954,21.46,21.901,21.89,0.04995,2.201,2.379,GALAXY
17.713,18.772,18.754,18.808,19.062,0.161177,3.038,3.492,GALAXY
21.578,22.175,22.572,22.949,23.124,0.285523,2.094,0.851,GALAXY
18.472,18.662,19.18,19.433,19.545,0.000921,0.531,0.51,STAR
16.929,17.386,17.388,17.74,17.851,0.001084,0.5,0.395,STAR
21.41,21.257,22.042,22.2,22.336,0.338964,2.366,2.343,GALAXY
17.958,18.183,18.113,18.335,18.379,0.000509,0.473,0.536,STAR
16.408,16.937,17.193,17.397,17.444,0.000804,0.279,0.778,STAR
17.565,17.836,18.383,18.699,18.812,0.331941,2.335,2.594,GALAXY
20.151,20.747,21.345,21.674,21.955,-0.041389,2.019,2.705,GALAXY
17.425,17.752,18.106,18.202,18.345,0.000435,0.699,0.415,STAR
20.145,20.807,21.333,21.757,22.226,0.236902,2.611,1.759,GALAXY
19.703,20.465,20.778,21.079,21.347,0.441616,3.118,2.616,GALAXY
19.519,20.282,20.874,21.187,21.34,0.0972,2.506,2.036,GALAXY
21.731,22.613,23.235,23.648,23.831,0.351853,2.877,2.228,GALAXY
21.376,22.077,22.515,23.345,23.2,-0.048758,2.267,2.716,GALAXY
21.454,22.227,22.643,22.641,22.757,0.151598,2.95,1.91,GALAXY
24.911,25.297,25.84,26.352,26.523,0.438555,3.001,3.556,GALAXY
18.197,18.263,18.073,18.155,18.216,1.666361,0.974,1.09,QSO
14.898,15.034,15.316,15.499,15.739,0.002202,0.403,0.594,STAR
20.766,21.227,21.623,22.039,22.468,0.211193,1.64,2.522,GALAXY
18.489,18.847,19.108,19.272,19.372,0.000937,0.707,0.548,STAR
15.099,15.693,15.792,15.797,15.798,0.516239,3.212,3.184,GALAXY
21.141,21.8,22.699,23.128,23.393,0.108663,1.894,1.574,GALAXY
22.117,22.384,22.632,22.845,22.892,1.683632,1.212,0.915,QSO
20.541,21.208,21.746,21.949,21.997,0.382239,3.038,2.971,GALAXY
18.319,18.739,19.172,19.252,19.346,0.000629,0.616,0.428,STAR
22.873,23.586,23.969,24.143,24.377,-0.009264,2.841,1.537,GALAXY
20.825,21.387,21.902,21.988,22.136,0.0461,3.086,1.54,GALAXY
21.107,21.418,21.766,22.053,22.35,0.685419,2.797,2.598,GALAXY
18.532,18.653,19.071,19.132,19.235,0.001036,0.519,0.523,STAR
15.352,15.365,15.781,15.837,15.968,0.001766,0.553,0.42,STAR
13.365,13.784,14.081,14.317,14.438,0.001159,0.654,0.533,STAR
17.878,18.028,18.159,18.21,18.279,1.568114,1.087,0.785,QSO
17.202,17.786,17.929,18.098,18.199,0.000961,0.573,0.609,STAR
16.993,17.169,17.608,17.675,17.826,0.001242,0.591,0.503,STAR
17.654,17.762,17.831,17.754,17.914,0.000892,0.381,0.408,STAR
17.915,18.37,18.841,19.17,19.169,0.000658,0.228,0.656,STAR
17.675,18.642,19.157,19.496,19.672,0.216423,3.216,2.153,GALAXY
20.654,21.112,21.615,21.618,21.842,0.264584,2.37,3.485,GALAXY
19.658,20.007,20.612,20.907,21.05,0.146561,1.233,3.586,GALAXY
18.268,18.589,18.563,18.586,18.715,0.000439,0.616,0.496,STAR
19.3,19.313,19.467,19.501,19.623,-0.000614,0.569,0.516,STAR
18.908,18.854,18.941,19.209,19.216,0.00164,0.615,0.53,STAR
19.832,20.204,20.779,21.113,21.174,0.58943,2.117,1.949,GALAXY
18.785,19.118,19.421,19.411,19.496,0.586475,1.557,0.885,QSO
17.673,17.258,17.671,17.763,18.058,0.597916,3.84,3.149,GALAXY
17.312,17.798,18.156,18.315,18.471,0.001054,0.683,0.335,STAR
19.313,19.801,19.908,20.256,20.434,0.001635,0.575,0.437,STAR
17.518,18.074,18.204,18.295,18.345,0.000631,0.53,0.251,STAR
21.616,22.171,22.751,23.406,23.457,0.305763,2.425,1.963,GALAXY
15.85,16.245,16.518,16.727,16.868,0.001133,0.434,0.528,STAR
16.691,16.853,17.135,17.287,17.362,0.000905,0.577,0.504,STAR
20.394,20.625,21.034,21.028,21.103,0.469683,1.76,1.871,GALAXY
18.209,18.526,18.948,19.168,19.192,0.000379,0.403,0.562,STAR
19.679,19.896,19.943,19.979,20.018,0.91937,0.786,1.02,QSO
18.081,18.156,18.44,18.658,18.768,0.00123,0.473,0.507,STAR
19.199,19.311,19.535,19.622,19.644,0.000406,0.47,0.457,STAR
18.593,19.415,19.402,19.57,20.041,0.212053,2.574,2.407,GALAXY
17.626,17.888,18.098,18.252,18.298,0.00076,0.631,0.752,STAR
15.755,16.503,17.169,17.602,18.018,0.612425,1.926,3.861,GALAXY
18.452,18.706,19.004,19.204,19.292,0.001185,0.359,0.635,STAR
19.894,20.135,20.286,20.601,20.589,0.000263,0.419,0.556,STAR
22.824,23.402,23.42,23.881,24.038,0.017483,2.993,1.255,GALAXY
18.826,19.113,19.174,19.424,19.631,0.23539,1.802,1.397,GALAXY
17.815,18.09,18.413,18.667,18.591,0.001095,0.586,0.379,STAR
16.856,16.667,16.897,17.001,17.045,0.001418,0.488,0.575,STAR
21.335,21.778,22.201,22.711,23.01,0.329013,1.872,2.745,GALAXY
14.751,15.096,15.466,15.607,15.666,0.001019,0.642,0.574,STAR
16.266,16.563,16.895,16.975,17.209,0.001032,0.441,0.557,STAR
16.648,17.193,17.712,17.845,18.028,0.259795,3.025,2.754,GALAXY
18.9,19.043,19.164,19.293,19.339,0.001391,0.324,0.588,STAR
17.801,18.69,18.871,19.009,19.172,0.077398,3.112,1.278,GALAXY
18.234,18.801,19.279,19.533,19.506,0.000347,0.442,0.511,STAR
18.315,18.802,19.161,19.185,19.136,0.001321,0.402,0.273,STAR
20.304,20.548,20.631,20.779,20.833,1.705611,0.76,1.701,QSO
20.724,21.299,21.428,21.629,21.945,0.638663,2.248,2.399,GALAXY
17.477,17.953,18.09,18.326,18.442,0.001541,0.643,0.551,STAR
15.017,15.49,15.93,15.882,16.103,0.000802,0.42,0.631,STAR
15.348,15.755,15.785,16.057,15.965,0.338092,3.041,2.093,GALAXY
17.607,17.957,17.962,18.109,18.363,0.001071,0.559,0.481,STAR
18.36,18.749,19.015,19.049,19.126,0.527328,1.698,0.968,QSO
21.422,21.746,21.874,22.153,22.419,0.060496,2.131,1.03,GALAXY
19.396,19.707,19.817,20.085,20.125,0.001389,0.592,0.588,STAR
17.166,17.571,17.814,18.053,18.101,0.000651,0.454,0.469,STAR
16.709,17.045,17.372,17.434,17.539,3.049986,1.079,1.084,QSO
19.241,19.379,19.516,19.325,19.717,0.394315,1.937,3.168,GALAXY
17.813,18.14,18.052,18.319,18.375,0.00123,0.321,0.501,STAR
17.409,17.94,18.006,18.277,18.372,0.000636,0.475,0.408,STAR
19.717,20.962,21.231,21.259,21.154,-0.132507,2.586,3.235,GALAXY
20.77,21.721,21.709,21.945,21.955,0.544686,3.646,2.105,GALAXY
19.876,20.739,21.05,21.419,21.51,0.21213,2.76,3.558,GALAXY
20.29,20.567,20.86,21.046,21.231,0.196943,2.566,2.618,GALAXY
15.962,16.258,16.376,16.481,16.606,1.056389,0.733,1.123,QSO
17.526,17.751,17.706,17.897,17.946,0.001648,0.489,0.528,STAR
18.979,19.358,19.551,19.76,20.019,0.388064,2.563,2.564,GALAXY
