u,g,r,i,z,redshift,temperature,logg,metallicity,class
16.73307,19.21983,18.23775,18.32679,19.02296,0.96819,6625.60081,3.55096,-0.14614,QSO
21.38436,20.3621,19.64003,19.12541,18.60866,0.06664,4922.86527,4.48571,0.33716,GALAXY
17.3825,16.78865,19.55021,18.80722,20.28782,2.78294,5568.52844,4.53221,-0.16511,QSO
20.15028,21.59346,19.8612,19.00752,18.88021,0.13151,3795.00009,2.71534,-0.65213,GALAXY
18.52643,18.10596,17.15261,16.58965,15.63223,0.05653,3445.32846,4.1823,-0.07093,STAR
21.07917,20.03429,20.47469,19.00543,18.38791,0.05695,4301.28748,4.33876,-0.05537,GALAXY
20.3175,18.84796,18.98802,19.72886,18.39076,0.42475,3802.01495,3.91744,-0.10024,GALAXY
20.15598,17.40073,17.24861,16.78294,16.57094,0.13687,6605.50708,4.4347,0.03558,STAR
20.98011,20.32996,19.6324,18.07101,17.67868,0.11653,4754.57946,3.49905,-0.74514,GALAXY
19.33162,18.63553,18.66202,19.29254,19.50028,0.29757,5316.71538,3.46511,-0.07235,GALAXY
18.51274,17.24735,17.14136,17.17313,15.982,0.06442,5516.2105,3.97329,0.10885,STAR
19.84645,18.38571,19.35869,19.78123,18.0238,1.37546,7279.71248,4.13342,-1.38042,QSO
18.47986,20.27921,20.34309,20.23275,18.76224,0.40473,7192.83426,3.11516,-0.27026,GALAXY
18.19768,18.10676,17.97959,19.06382,17.79164,2.144,7537.44417,4.14402,-0.79646,QSO
17.70592,18.33864,16.84693,15.97373,15.10524,0.02046,7539.02586,4.27896,-0.26644,STAR
18.52134,19.41833,18.07847,18.58635,17.51316,0.34411,6731.70745,4.3601,-0.24474,QSO
19.83546,19.17381,18.12239,19.32248,20.15937,0.09007,4667.2528,3.17579,-0.39698,GALAXY
21.75662,19.77042,20.43919,19.57654,18.82694,0.30591,4789.60868,3.3419,0.25303,GALAXY
18.9092,17.41186,16.45171,16.93888,17.3094,0.02628,5456.75537,4.9934,-0.31449,STAR
20.56648,21.3417,19.14494,18.72942,18.21899,0.18437,5018.96682,3.73869,-0.21792,GALAXY
20.7095,20.45225,19.69487,21.13871,18.0953,0.17478,4591.47009,3.30848,-0.25981,GALAXY
20.50822,20.24095,19.4542,19.87507,19.58469,0.20976,6585.8462,3.16041,-0.53814,GALAXY
19.3668,19.63348,20.66747,19.97355,18.19824,2.15423,6818.42809,3.72644,0.50672,QSO
18.98534,19.78811,19.01362,19.0804,17.06003,2.97739,5817.50785,4.33733,-0.04638,QSO
18.31868,16.59648,16.63593,16.65851,16.06919,0.05028,7731.46074,4.63669,-0.20922,STAR
18.73689,18.47715,16.61109,17.22507,15.87142,0.18742,5388.34654,4.52706,-0.05783,STAR
19.61847,19.94555,20.2182,21.06271,18.73121,0.09359,4694.64374,3.81057,-0.19266,GALAXY
20.43558,20.291,19.06514,19.45579,19.66725,0.25316,3643.68826,4.80967,0.2758,GALAXY
17.37145,16.5311,15.99078,16.63215,15.66816,0.11331,5916.33299,4.40619,-0.07197,STAR
20.81964,21.79655,19.37725,18.68118,18.09153,0.40785,3063.79652,3.53383,-0.31907,GALAXY
18.15779,18.43104,19.35363,19.11771,15.66841,1.47673,7238.98015,3.21529,-0.42707,QSO
19.02198,18.77098,19.69455,19.1213,17.94063,1.5374,7005.59799,3.28146,0.68966,QSO
18.16544,18.16595,17.17645,16.99618,16.10589,0.04064,5309.91928,4.27082,-0.13055,STAR
18.73592,18.11332,16.84449,16.34574,15.16304,0.14348,5082.35261,4.51595,-0.25274,STAR
18.14539,18.12066,17.15718,16.38287,16.54427,0.19451,5917.82485,4.60528,0.13278,STAR
19.9724,20.94533,18.53901,18.2494,18.41003,0.17827,4458.82904,3.01027,-0.30048,GALAXY
19.20409,18.83181,19.80187,18.35152,18.21895,0.9705,8177.66457,3.87857,0.18611,QSO
17.91455,16.95401,16.98599,16.17422,16.85518,0.00802,7483.07228,3.67044,-0.22737,STAR
18.68246,18.33081,15.93449,16.15294,16.22723,0.0065,6191.07145,4.88776,0.27413,STAR
21.35196,16.29344,18.83821,19.87011,18.63556,1.2317,10837.56736,3.8686,-0.61956,QSO
21.30008,20.28317,19.2782,18.71463,18.03954,0.1983,4154.02519,3.7698,0.05807,GALAXY
17.90211,17.78512,16.68511,15.92802,16.70293,0.25596,5850.9098,4.09372,0.0469,STAR
18.50075,17.86702,16.73026,16.39266,16.1528,0.02688,10140.84811,4.63864,-0.06387,STAR
17.61214,19.53769,19.45781,19.91329,18.30968,0.80435,5041.52142,3.85195,-0.41186,QSO
18.30289,17.91179,16.75054,15.68197,16.64926,0.0451,4226.3876,4.5971,-0.17209,STAR
17.53332,17.33902,16.62932,15.9536,17.23382,0.11257,4350.94107,3.36949,-0.00888,STAR
20.78897,20.87793,20.14414,20.0956,19.30865,0.02461,4567.33535,3.34972,0.03409,GALAXY
18.5578,18.03932,17.71375,15.71382,16.46465,0.12095,6354.98152,4.21068,0.1291,STAR
19.05305,16.76255,17.30916,16.50451,15.68196,0.03322,7272.46971,4.79518,-0.21036,STAR
18.43618,17.83703,18.59715,19.2268,19.14804,1.05789,8554.80978,4.84889,0.141,QSO
20.50701,20.78983,21.07498,19.75781,19.92169,0.40145,5190.64349,3.76672,0.62636,GALAXY
18.60387,17.21319,18.09858,19.89054,18.01667,1.45272,7477.99974,4.3577,-0.44707,QSO
18.00241,18.69991,19.57696,18.80529,19.18454,1.74915,7628.15055,3.30909,-0.16056,QSO
19.82419,19.20374,17.98506,18.51396,18.42674,0.08128,6108.92182,3.73501,-0.40858,GALAXY
18.17146,20.32809,17.9954,18.59205,17.57377,1.75083,7172.84697,3.51899,-0.1059,QSO
18.7676,19.36778,19.87132,19.14156,18.59132,0.65643,2803.18226,3.47356,-0.26741,QSO
19.28706,19.51158,18.92014,20.7675,16.3187,2.47888,5020.41883,2.73511,-0.20295,QSO
18.92981,18.78542,18.74811,18.79764,19.78856,1.36558,3026.4023,3.84067,0.13132,QSO
18.76987,18.44644,16.73826,15.4007,14.49546,0.04046,6548.61342,3.53426,0.20462,STAR
18.6735,17.59297,16.89669,16.19075,15.02138,0.02267,4188.98561,4.62106,0.32423,STAR
17.89117,18.4992,19.57779,20.33038,18.6265,1.59613,9025.17427,4.89683,-0.23547,QSO
18.73808,16.8349,17.12976,17.43589,16.48339,0.00449,4607.95161,4.32675,-0.49973,STAR
17.83956,19.68955,19.25981,18.35187,18.21113,1.67546,8647.85952,3.88803,-0.10594,QSO
17.60744,17.72413,17.07276,16.11271,16.61513,0.00126,5075.68724,4.16338,-0.45982,STAR
17.13227,18.71461,17.11351,17.57462,17.92362,1.10282,4091.79574,4.15391,-0.86708,QSO
17.64197,17.2616,17.0025,16.89804,15.76162,0.0348,7380.72587,4.9114,-0.26285,STAR
19.4717,19.8345,19.13901,17.82581,19.57654,1.86287,7784.96302,3.47694,0.30378,QSO
21.22272,20.68343,18.81881,18.32329,19.35008,0.16144,3502.07637,3.69166,-0.12408,GALAXY
19.42002,18.44256,20.65195,19.34546,18.26744,1.33107,6731.5679,3.73432,-0.53558,QSO
18.15271,16.56253,16.59915,17.19211,16.48393,0.04878,5209.65426,4.44727,-0.4491,STAR
18.64007,18.10204,16.23686,16.95313,17.15838,0.10155,3945.76892,4.44051,0.19121,STAR
18.1719,17.73616,16.90903,16.5402,16.18953,0.02908,5507.94001,4.0171,0.35214,STAR
18.85076,18.90163,19.79597,20.82607,19.85554,2.0564,5727.26085,3.64836,-0.1857,QSO
19.53981,19.68119,17.50761,18.70932,19.70637,0.26463,4121.30238,3.29905,0.09797,GALAXY
17.83102,17.5069,16.57507,16.02494,16.1368,0.13824,5881.43967,4.08315,0.04894,STAR
20.22484,20.78789,19.67512,19.80303,18.89572,0.40141,5410.49095,3.78129,-0.19494,GALAXY
17.84949,18.03783,16.48855,17.08812,15.71929,0.00088,4944.68496,4.19197,0.07466,STAR
18.63444,17.22866,17.60223,15.94365,17.10233,0.04124,4603.58869,4.88386,0.0595,STAR
21.30326,20.26304,18.36879,19.81606,17.75424,0.15245,5239.92681,3.31165,-0.57348,GALAXY
18.21822,19.62905,18.74351,19.43852,18.874,1.71682,7781.91115,2.84414,0.15641,QSO
17.416,17.35548,17.64254,16.6232,16.23778,0.21692,7155.12996,5.13525,-0.66491,STAR
20.81759,19.20615,20.30093,18.85626,18.65294,0.2112,5746.49286,4.09359,0.02871,GALAXY
20.66635,20.52903,18.58832,18.66101,18.60894,0.08186,5584.03913,3.70676,-0.71481,GALAXY
21.39842,19.96127,18.67644,19.23172,19.31224,0.22996,4813.6166,4.03746,-0.69085,GALAXY
18.87176,17.53568,16.3603,17.29871,16.35596,0.18036,7039.30551,4.402,0.00233,STAR
19.21176,17.4028,16.49629,17.72886,15.97634,0.0616,5877.41243,4.01805,0.14081,STAR
17.97531,18.33491,17.14869,16.02254,17.16807,0.06468,5654.03164,3.93648,-0.34435,STAR
17.92325,18.11736,16.84721,17.18454,16.18826,0.03751,5407.66631,4.26002,-0.11812,STAR
20.99496,19.74394,19.13767,20.7561,18.98215,2.46638,5316.58233,4.76124,-0.36788,QSO
20.05159,18.58019,19.38292,19.05762,18.91711,2.1267,8936.72313,2.77825,-0.46111,QSO
17.91331,18.75042,19.37451,19.91948,18.20218,1.0846,7900.31934,4.44598,-0.48432,QSO
19.82849,20.01242,17.88426,20.69472,18.06513,0.81379,6046.67986,3.83044,-0.72713,QSO
19.90719,20.30498,18.78011,19.57484,19.71099,0.00368,5804.70168,3.42099,0.34372,GALAXY
16.08845,18.38906,17.47207,16.8114,16.49637,0.16614,4153.06952,4.31311,0.20874,STAR
20.62171,19.55348,19.10334,20.9481,19.55632,0.36925,5135.84779,3.41947,-0.38586,GALAXY
20.42713,20.20231,19.14802,19.64871,18.92447,0.28292,5409.47663,2.56877,-0.3033,GALAXY
17.72815,17.49874,16.41832,16.96401,16.70511,0.09308,5852.9555,3.90963,0.15391,STAR
20.57881,18.23418,18.35148,19.66314,19.0296,1.05595,9197.52254,5.06343,0.19099,QSO
19.71034,18.49375,18.10688,18.68899,18.57031,0.18116,5255.3166,2.97811,-0.60796,QSO
21.57448,18.91385,19.97508,20.10197,19.02248,0.27312,5532.73538,3.41766,-0.26919,GALAXY
18.9262,19.25297,16.54568,16.55466,15.36855,0.15186,7974.70296,4.70776,0.10158,STAR
20.87691,19.58345,20.51626,19.44186,18.96645,0.27689,7184.16855,2.8426,0.33705,GALAXY
21.21293,20.96904,18.18694,19.22091,17.86637,0.29978,6280.28643,3.00714,0.49459,GALAXY
18.07058,17.8801,16.83962,16.37565,16.99553,0.09887,2500,4.36609,-0.28926,STAR
19.17771,16.62773,16.84557,15.95227,15.96546,0.05791,4731.48751,3.88296,0.03794,STAR
21.05508,20.04961,19.37898,19.45489,17.9193,0.39918,5146.52837,3.77185,-0.07883,GALAXY
21.93357,19.6406,19.00044,19.2516,18.96127,0.09076,4190.01948,3.03139,0.16176,GALAXY
20.51232,20.62576,18.21783,18.39196,17.55433,0.0756,3955.72071,3.3816,-0.75525,GALAXY
19.45865,18.78026,18.51189,18.73143,18.84216,0.56616,5894.46721,3.1634,-0.01981,QSO
18.90008,17.76926,15.80333,15.74847,15.8652,0.17396,3349.9649,4.44136,-0.13087,STAR
19.44436,18.48134,19.29031,17.30509,17.57454,1.75606,8117.01431,3.74674,-0.41574,QSO
20.68322,20.68672,20.3042,18.41826,18.90179,0.37143,4344.56136,3.55723,0.02913,GALAXY
